Gender,Marital_Status,Income_Category,Customer_Age,Credit_Limit,Total_Revolving_Bal
M,Married,$120K +,47,11354.0,0
M,Divorced,$40K - $60K,42,2012.0,0
M,Single,$80K - $120K,39,23034.0,1992
M,Single,$40K - $60K,40,4947.0,0
F,Married,$40K - $60K,50,1844.0,1388
F,Single,Unknown,40,1438.3,0
M,Married,Less than $40K,46,4752.0,1400
M,Married,$60K - $80K,38,6114.0,1461
F,Single,Less than $40K,55,1438.3,0
F,Single,Less than $40K,37,2286.0,0
F,Single,$40K - $60K,57,4784.0,1629
F,Married,Less than $40K,43,2667.0,1590
F,Married,Less than $40K,54,2473.0,1745
F,Married,Less than $40K,39,2001.0,1430
M,Married,$120K +,41,18232.0,1140
F,Married,Unknown,45,1438.3,0
F,Married,Less than $40K,45,2918.0,1597
F,Unknown,Less than $40K,36,1924.0,971
F,Married,Less than $40K,50,1770.0,1706
F,Single,Less than $40K,42,2265.0,0
M,Married,$60K - $80K,59,3868.0,1384
F,Married,$40K - $60K,43,2701.0,2498
M,Divorced,$40K - $60K,33,2507.0,1592
F,Single,Less than $40K,38,2420.0,676
M,Married,$40K - $60K,46,16547.0,0
F,Married,Less than $40K,44,1621.0,0
M,Single,$40K - $60K,59,3808.0,713
F,Divorced,$40K - $60K,49,2173.0,0
F,Married,Less than $40K,50,2178.0,1731
F,Divorced,Unknown,41,1438.3,0
F,Unknown,Less than $40K,51,1750.0,813
F,Married,Less than $40K,36,1438.3,0
F,Married,Less than $40K,36,2466.0,1750
F,Single,Less than $40K,37,2535.0,1352
F,Married,$40K - $60K,39,2385.0,1971
F,Married,Less than $40K,40,1811.0,821
M,Single,$120K +,45,2701.0,1986
F,Married,Less than $40K,46,5387.0,1133
F,Married,Less than $40K,38,1438.3,0
M,Married,$80K - $120K,44,34058.0,0
F,Married,$40K - $60K,42,16290.0,0
F,Married,Less than $40K,49,1438.3,726
F,Single,Less than $40K,55,2069.0,1028
F,Married,Less than $40K,56,2802.0,2256
F,Single,Less than $40K,39,3390.0,2222
F,Divorced,Unknown,48,3745.0,1291
M,Single,$80K - $120K,42,26690.0,0
F,Single,Unknown,58,8513.0,799
F,Single,Less than $40K,36,1438.3,0
F,Married,Less than $40K,55,2258.0,2000
F,Married,Less than $40K,41,1654.0,0
F,Divorced,$40K - $60K,51,2768.0,1329
M,Married,$80K - $120K,43,14566.0,1045
F,Single,$40K - $60K,35,3250.0,1560
F,Single,Less than $40K,37,2353.0,1095
F,Married,$40K - $60K,59,1438.3,0
M,Married,$40K - $60K,59,4188.0,2200
M,Married,$80K - $120K,45,23542.0,1307
M,Single,$120K +,57,9272.0,982
F,Married,Less than $40K,36,1967.0,0
F,Single,Less than $40K,52,1717.0,0
M,Single,$60K - $80K,45,34516.0,1664
M,Single,$80K - $120K,50,5068.0,991
F,Married,Less than $40K,46,1438.3,0
F,Divorced,$40K - $60K,55,2697.0,1863
M,Married,Less than $40K,51,1438.3,0
F,Married,Less than $40K,44,7499.0,1083
M,Married,$120K +,39,8700.0,1742
M,Single,$60K - $80K,55,14266.0,1341
M,Single,$120K +,46,2692.0,1631
F,Single,Less than $40K,54,2957.0,1408
F,Single,Less than $40K,50,1438.3,0
F,Married,Less than $40K,51,3007.0,2517
F,Married,Unknown,41,3427.0,1419
M,Married,$60K - $80K,59,1438.3,642
F,Married,Less than $40K,47,2990.0,890
M,Married,$60K - $80K,61,9918.0,850
F,Married,Unknown,50,8159.0,2277
M,Single,$120K +,53,18551.0,1434
F,Married,Less than $40K,31,1438.3,0
M,Single,$80K - $120K,51,1438.3,327
M,Single,$60K - $80K,60,10886.0,1145
F,Single,Unknown,59,10457.0,2148
M,Single,$40K - $60K,60,1781.0,1551
M,Married,$120K +,50,34516.0,1156
F,Married,Less than $40K,42,2363.0,1495
F,Married,Less than $40K,54,2802.0,2219
F,Married,Less than $40K,42,1640.0,888
F,Married,Less than $40K,48,4960.0,0
M,Married,$80K - $120K,50,4601.0,2517
M,Unknown,$60K - $80K,48,4100.0,1956
F,Married,$40K - $60K,52,2741.0,1639
F,Married,$40K - $60K,46,4152.0,1446
F,Married,Less than $40K,50,3386.0,2517
M,Unknown,$40K - $60K,62,3477.0,0
M,Married,$80K - $120K,50,23209.0,1308
F,Married,$40K - $60K,50,12610.0,1123
F,Married,Less than $40K,48,2090.0,793
M,Married,$40K - $60K,46,1610.0,0
M,Married,$120K +,40,2269.0,0
F,Unknown,Less than $40K,40,2387.0,2013
F,Single,$40K - $60K,54,4036.0,1329
F,Married,Unknown,54,5342.0,605
F,Unknown,Less than $40K,54,1695.0,913
F,Married,Less than $40K,37,1438.3,0
F,Married,$40K - $60K,38,1776.0,1586
F,Married,$40K - $60K,42,5640.0,0
F,Divorced,Less than $40K,42,2403.0,1105
F,Married,Less than $40K,45,3349.0,2517
F,Married,Less than $40K,54,3173.0,2517
M,Unknown,$80K - $120K,43,1504.0,0
F,Divorced,$40K - $60K,45,1477.0,0
F,Single,Less than $40K,49,2018.0,1366
M,Married,$120K +,41,34516.0,1453
F,Married,Unknown,44,2105.0,0
F,Divorced,Unknown,46,20080.0,0
F,Unknown,Less than $40K,39,6690.0,1912
M,Unknown,$80K - $120K,46,1530.0,0
M,Single,$80K - $120K,58,2915.0,1494
F,Divorced,Less than $40K,47,1438.3,0
F,Single,Less than $40K,56,2423.0,268
M,Single,$80K - $120K,54,11742.0,0
F,Single,Less than $40K,51,3069.0,2517
F,Divorced,Unknown,58,34516.0,1864
F,Married,$40K - $60K,36,2517.0,1336
F,Single,Less than $40K,52,1438.3,773
F,Married,$40K - $60K,45,2216.0,1992
M,Single,$60K - $80K,51,3232.0,1346
F,Single,Less than $40K,54,3478.0,941
F,Single,Unknown,50,1814.0,0
F,Married,Less than $40K,37,1438.3,0
F,Single,Less than $40K,42,1446.0,621
F,Single,Less than $40K,47,1493.0,0
F,Married,$40K - $60K,45,4244.0,1066
M,Single,$40K - $60K,40,2984.0,1879
M,Single,$80K - $120K,48,2713.0,2201
F,Single,$40K - $60K,42,2471.0,1658
M,Married,$60K - $80K,47,27437.0,0
F,Single,Less than $40K,54,4166.0,989
M,Unknown,$40K - $60K,38,13100.0,1436
M,Married,$60K - $80K,43,1438.3,0
F,Unknown,Less than $40K,43,2242.0,0
F,Married,Unknown,37,9874.0,0
F,Single,$40K - $60K,41,4432.0,1335
F,Single,Less than $40K,45,4975.0,1221
F,Married,Less than $40K,49,2652.0,1581
F,Single,Less than $40K,54,2043.0,1597
M,Divorced,Less than $40K,45,3489.0,2517
M,Married,$80K - $120K,52,14858.0,1594
F,Married,$40K - $60K,40,2822.0,2182
F,Single,Less than $40K,54,2901.0,2517
F,Married,Less than $40K,52,1594.0,0
F,Married,Less than $40K,58,2241.0,1670
F,Single,Less than $40K,51,2581.0,1722
M,Married,$120K +,40,14713.0,905
F,Married,Less than $40K,49,2910.0,0
F,Single,Unknown,39,2366.0,1927
F,Single,Less than $40K,54,2708.0,0
M,Married,$80K - $120K,42,1681.0,0
F,Single,Less than $40K,40,2594.0,2159
F,Single,$40K - $60K,41,2128.0,1383
F,Married,Less than $40K,50,1438.3,0
M,Divorced,$80K - $120K,47,1438.3,0
M,Married,$60K - $80K,46,4696.0,0
F,Married,Less than $40K,52,2566.0,1079
F,Married,Unknown,53,2592.0,1364
F,Single,Less than $40K,56,1698.0,0
F,Married,$40K - $60K,57,4682.0,1010
F,Married,$40K - $60K,56,4439.0,1513
F,Single,Less than $40K,34,2689.0,1618
M,Married,$80K - $120K,46,11670.0,915
F,Single,$40K - $60K,47,1596.0,0
F,Married,$40K - $60K,40,3356.0,2517
M,Married,$60K - $80K,53,1590.0,0
M,Single,$80K - $120K,55,4994.0,0
F,Married,$40K - $60K,51,16406.0,0
F,Married,Less than $40K,52,2451.0,1733
M,Married,$80K - $120K,40,9109.0,1347
F,Single,Less than $40K,45,2632.0,1480
F,Married,Less than $40K,46,1438.3,0
F,Married,Less than $40K,38,1757.0,1352
F,Single,Less than $40K,46,2711.0,1793
F,Divorced,Less than $40K,47,2776.0,1341
F,Married,$40K - $60K,44,1438.3,1091
M,Married,$80K - $120K,36,5015.0,1963
M,Single,$60K - $80K,40,8529.0,901
F,Married,Less than $40K,49,1604.0,1112
F,Married,Unknown,56,4263.0,0
F,Married,Less than $40K,45,2493.0,1655
F,Single,Less than $40K,38,1568.0,0
F,Single,Less than $40K,43,1521.0,0
M,Single,$40K - $60K,48,3261.0,1730
F,Single,Less than $40K,39,1781.0,935
F,Single,Less than $40K,62,5284.0,2517
F,Married,Unknown,47,5590.0,0
F,Married,Unknown,57,1734.0,980
F,Single,Unknown,48,7645.0,931
F,Unknown,$40K - $60K,48,1438.3,1218
F,Unknown,Less than $40K,34,2207.0,1527
F,Married,Less than $40K,46,1723.0,1010
F,Married,Less than $40K,49,1644.0,0
F,Married,Less than $40K,48,1745.0,0
F,Single,$40K - $60K,42,3376.0,1661
M,Married,$60K - $80K,47,7298.0,0
M,Single,$80K - $120K,45,8383.0,0
M,Unknown,$40K - $60K,41,3600.0,746
F,Single,$40K - $60K,45,4595.0,1781
M,Divorced,$80K - $120K,57,2795.0,1832
F,Single,Less than $40K,49,1768.0,0
F,Single,Less than $40K,50,1780.0,893
F,Divorced,Less than $40K,51,2987.0,1764
F,Single,Unknown,44,2717.0,1720
F,Married,Unknown,40,2887.0,0
F,Married,Less than $40K,37,1438.3,0
M,Married,$80K - $120K,46,10879.0,860
F,Single,Less than $40K,39,1809.0,1181
F,Married,$40K - $60K,38,1628.0,0
F,Single,Less than $40K,45,1438.3,0
F,Married,Less than $40K,37,1586.0,0
F,Married,$40K - $60K,43,2311.0,1320
F,Married,Less than $40K,48,2109.0,1205
F,Divorced,Less than $40K,51,1562.0,1057
F,Unknown,Unknown,44,1438.3,0
M,Married,$80K - $120K,39,2981.0,757
M,Divorced,$80K - $120K,47,5295.0,723
F,Single,$40K - $60K,51,4708.0,920
M,Married,$60K - $80K,54,2210.0,1002
F,Married,$40K - $60K,53,1972.0,0
M,Single,$60K - $80K,48,2384.0,1596
M,Married,Less than $40K,35,2311.0,1222
F,Unknown,$40K - $60K,46,1912.0,1172
F,Single,$40K - $60K,49,2147.0,1402
F,Married,Less than $40K,42,3214.0,0
F,Married,Less than $40K,43,3006.0,879
M,Single,$80K - $120K,52,2735.0,1942
M,Married,$120K +,50,3390.0,2385
M,Single,$80K - $120K,54,34516.0,214
F,Unknown,Unknown,55,11249.0,2012
F,Single,Less than $40K,52,2484.0,1495
F,Single,Less than $40K,40,2932.0,1664
F,Married,Less than $40K,60,2882.0,2081
F,Unknown,Less than $40K,45,2658.0,694
F,Unknown,Unknown,44,5589.0,1336
F,Single,$40K - $60K,44,1484.0,885
F,Single,Unknown,57,1678.0,1162
F,Divorced,Unknown,34,12373.0,0
M,Married,Less than $40K,52,2846.0,1606
F,Married,$40K - $60K,42,1585.0,1381
F,Single,Less than $40K,42,2837.0,834
F,Married,Less than $40K,51,2066.0,1077
M,Married,$60K - $80K,47,20789.0,0
F,Single,Less than $40K,48,1449.0,0
F,Single,$40K - $60K,39,3911.0,0
F,Married,Less than $40K,56,1737.0,0
F,Single,Less than $40K,48,1815.0,557
F,Single,Unknown,46,4848.0,2517
F,Divorced,Less than $40K,46,1592.0,925
F,Single,Less than $40K,40,1768.0,1242
F,Single,Unknown,44,8128.0,2344
F,Single,Unknown,45,2557.0,1898
M,Unknown,$60K - $80K,44,2991.0,642
M,Unknown,$80K - $120K,49,34516.0,0
M,Married,$80K - $120K,45,19099.0,2517
F,Single,Unknown,44,4559.0,1680
M,Single,$80K - $120K,58,22981.0,1696
F,Single,$40K - $60K,38,2358.0,1965
M,Single,$80K - $120K,48,22067.0,685
F,Single,Less than $40K,43,2023.0,1331
F,Single,Unknown,36,2222.0,0
M,Single,$60K - $80K,59,1438.3,788
M,Single,$80K - $120K,40,8958.0,0
F,Single,Less than $40K,36,1937.0,733
M,Single,$60K - $80K,40,25219.0,1503
M,Unknown,$80K - $120K,36,1815.0,0
F,Married,$40K - $60K,60,3361.0,2473
M,Divorced,$40K - $60K,47,4786.0,1516
F,Single,Unknown,37,1438.3,0
F,Single,Less than $40K,51,1438.3,908
F,Single,Less than $40K,42,2725.0,2444
F,Divorced,Unknown,42,10039.0,1600
F,Married,Unknown,45,2467.0,1446
F,Married,Less than $40K,52,1438.3,0
F,Married,Less than $40K,57,1759.0,186
M,Married,Less than $40K,46,2206.0,1722
F,Married,$40K - $60K,35,2045.0,1707
F,Single,Less than $40K,54,4170.0,641
F,Married,Less than $40K,47,3300.0,2517
F,Married,Less than $40K,26,5422.0,682
F,Married,Unknown,56,2015.0,807
M,Single,$60K - $80K,47,2048.0,1599
F,Single,Less than $40K,37,2152.0,1682
F,Unknown,Less than $40K,44,3017.0,1868
M,Single,$120K +,53,34516.0,1073
M,Single,$60K - $80K,33,1819.0,725
F,Married,Less than $40K,46,2228.0,1449
F,Married,Less than $40K,44,2279.0,1837
F,Married,$40K - $60K,48,1438.3,0
M,Married,$120K +,45,1686.0,0
F,Single,Unknown,48,1942.0,1488
M,Single,$60K - $80K,53,3858.0,0
M,Divorced,$60K - $80K,44,11651.0,1368
M,Unknown,$40K - $60K,43,9449.0,1914
F,Single,Less than $40K,50,3423.0,0
F,Single,Less than $40K,47,2915.0,2422
F,Married,Unknown,50,11486.0,0
F,Married,Less than $40K,40,2984.0,2517
F,Single,Less than $40K,37,1653.0,0
F,Single,Less than $40K,47,2723.0,1588
F,Married,Less than $40K,40,1438.3,0
F,Single,Less than $40K,43,1818.0,0
F,Married,$40K - $60K,56,4384.0,929
F,Unknown,Less than $40K,43,1824.0,0
F,Married,Less than $40K,50,5452.0,540
F,Single,Unknown,50,9248.0,0
M,Married,$120K +,55,17627.0,1756
F,Unknown,Less than $40K,27,1438.3,0
F,Married,Less than $40K,44,5357.0,2139
F,Married,Unknown,49,2542.0,850
F,Single,$40K - $60K,51,2275.0,1219
F,Divorced,Less than $40K,43,1706.0,0
F,Divorced,Less than $40K,54,3591.0,2517
M,Single,$40K - $60K,44,19360.0,870
F,Married,Less than $40K,56,1707.0,0
M,Single,Less than $40K,53,3844.0,2079
F,Married,$40K - $60K,45,2851.0,0
F,Married,Less than $40K,49,2951.0,2437
F,Married,Less than $40K,38,1438.3,0
M,Single,$120K +,54,9090.0,2517
M,Married,$120K +,45,34516.0,797
M,Married,$80K - $120K,53,1837.0,875
F,Single,Unknown,48,2300.0,1906
F,Married,Less than $40K,36,2611.0,537
M,Unknown,$80K - $120K,40,22863.0,927
F,Married,$40K - $60K,53,2192.0,1146
F,Divorced,Less than $40K,40,2917.0,1310
F,Single,$40K - $60K,41,1438.3,913
F,Single,Less than $40K,37,1784.0,577
F,Single,Less than $40K,43,8919.0,2231
F,Single,Less than $40K,52,2164.0,0
F,Single,Unknown,48,2792.0,1375
F,Married,Less than $40K,60,1634.0,1155
F,Single,Less than $40K,39,2144.0,1557
M,Single,$40K - $60K,37,3664.0,1449
F,Married,Less than $40K,40,4788.0,1088
F,Married,Less than $40K,34,2164.0,1176
F,Single,Less than $40K,48,1532.0,1183
F,Single,Less than $40K,56,1883.0,400
F,Single,$40K - $60K,44,3659.0,1356
F,Married,Less than $40K,47,2946.0,2338
F,Divorced,Less than $40K,45,2697.0,2216
F,Single,Unknown,47,3811.0,1970
F,Married,$40K - $60K,35,1613.0,1085
F,Married,Less than $40K,42,2043.0,0
M,Married,$40K - $60K,47,1684.0,644
F,Unknown,Unknown,47,3127.0,2094
M,Married,$40K - $60K,47,7106.0,736
F,Single,$40K - $60K,50,2784.0,2458
F,Single,$40K - $60K,51,5536.0,0
F,Married,Less than $40K,45,1717.0,1156
F,Married,Less than $40K,47,1438.3,0
M,Married,$60K - $80K,42,1866.0,0
M,Single,$80K - $120K,52,2516.0,1268
F,Divorced,$40K - $60K,45,3076.0,0
M,Single,$40K - $60K,48,7514.0,0
F,Married,$40K - $60K,52,2804.0,1782
F,Divorced,Less than $40K,58,1817.0,0
F,Married,Less than $40K,43,2590.0,0
F,Single,$40K - $60K,39,4938.0,1593
M,Single,$60K - $80K,53,19940.0,2018
F,Single,Unknown,52,12366.0,0
M,Single,$40K - $60K,40,2583.0,2235
F,Single,Less than $40K,62,2616.0,801
F,Single,$40K - $60K,52,6053.0,577
F,Married,Less than $40K,59,1708.0,0
F,Married,Less than $40K,49,2393.0,1667
F,Divorced,Less than $40K,53,3424.0,1333
F,Married,Less than $40K,48,2640.0,2133
F,Single,$40K - $60K,59,1931.0,1409
M,Single,$120K +,50,2123.0,995
F,Married,$40K - $60K,54,1606.0,0
M,Married,$60K - $80K,41,5633.0,1395
F,Married,Less than $40K,57,1438.3,740
F,Married,Less than $40K,50,2590.0,2087
M,Single,$60K - $80K,43,4556.0,0
F,Married,Unknown,47,1537.0,0
M,Single,$60K - $80K,55,1602.0,962
F,Married,Less than $40K,50,2080.0,1799
F,Single,Unknown,46,7565.0,887
M,Divorced,$60K - $80K,47,4786.0,1553
F,Single,Less than $40K,53,2375.0,1353
F,Married,Unknown,48,8446.0,908
F,Married,Less than $40K,60,1977.0,545
M,Married,$80K - $120K,42,13908.0,0
F,Married,$40K - $60K,52,19220.0,0
F,Single,Less than $40K,44,2709.0,1726
M,Single,$60K - $80K,38,1503.0,879
M,Married,$80K - $120K,51,9186.0,0
F,Single,Less than $40K,50,2165.0,1392
F,Single,Unknown,41,1438.3,0
F,Single,Unknown,61,6673.0,2458
F,Married,Less than $40K,53,2404.0,1109
F,Married,Less than $40K,47,1666.0,0
M,Single,$60K - $80K,41,8228.0,1935
F,Single,Less than $40K,54,3186.0,968
F,Married,Less than $40K,53,2596.0,868
F,Divorced,Less than $40K,43,1662.0,613
F,Single,Less than $40K,42,2053.0,0
F,Single,Unknown,32,3193.0,1533
F,Married,Less than $40K,45,1927.0,1337
F,Married,$40K - $60K,39,2821.0,725
M,Married,$60K - $80K,48,3879.0,1214
F,Married,Less than $40K,56,1971.0,922
F,Married,Unknown,48,1755.0,1058
F,Married,Less than $40K,42,2031.0,1720
F,Married,Less than $40K,46,2330.0,1584
F,Married,Less than $40K,46,1438.3,0
M,Divorced,Less than $40K,59,1438.3,0
M,Married,$120K +,60,5130.0,2048
F,Married,Unknown,54,11794.0,1018
M,Single,$60K - $80K,50,7603.0,744
F,Married,$40K - $60K,41,3606.0,0
F,Married,Less than $40K,49,5153.0,1378
F,Single,Less than $40K,47,2500.0,1169
M,Single,$40K - $60K,42,2654.0,1489
F,Single,Less than $40K,35,3611.0,2517
F,Married,Unknown,47,1882.0,1143
M,Single,$80K - $120K,47,7421.0,0
F,Single,Less than $40K,44,4606.0,1556
F,Divorced,Unknown,32,12268.0,1165
M,Married,$80K - $120K,50,9873.0,1276
F,Single,Less than $40K,46,1555.0,1366
F,Married,Less than $40K,52,2160.0,0
M,Married,$60K - $80K,38,3809.0,1521
F,Single,Less than $40K,44,5362.0,1984
F,Unknown,Less than $40K,43,1834.0,1416
F,Married,Less than $40K,52,2577.0,879
M,Single,$60K - $80K,47,2721.0,1264
F,Married,Less than $40K,50,2925.0,2065
F,Unknown,Less than $40K,44,1545.0,0
F,Married,Less than $40K,49,2212.0,0
M,Single,$120K +,46,13001.0,1482
F,Single,Less than $40K,36,2784.0,2378
M,Single,$60K - $80K,50,2317.0,0
F,Unknown,Less than $40K,41,1867.0,970
F,Single,Less than $40K,50,2595.0,2353
F,Divorced,Less than $40K,46,1438.3,0
F,Married,Less than $40K,46,1696.0,1177
F,Married,Unknown,46,2694.0,1576
F,Married,Less than $40K,51,2791.0,940
F,Single,$40K - $60K,51,2146.0,967
M,Married,$80K - $120K,61,1438.3,0
F,Married,Unknown,38,1438.3,730
F,Divorced,$40K - $60K,44,4269.0,1852
F,Married,$40K - $60K,45,4195.0,2440
F,Married,Less than $40K,48,1832.0,748
F,Married,Less than $40K,37,2588.0,1782
F,Single,Less than $40K,63,4847.0,1856
F,Married,$40K - $60K,46,2423.0,429
F,Single,$40K - $60K,50,7507.0,1697
M,Married,$120K +,51,5232.0,1923
F,Single,Unknown,43,1438.3,491
F,Married,Unknown,47,1828.0,1517
F,Married,Unknown,49,2557.0,2351
F,Divorced,Less than $40K,42,2283.0,1690
F,Single,Less than $40K,35,2684.0,1658
F,Married,Unknown,38,7234.0,0
F,Single,$40K - $60K,37,1438.3,743
F,Married,Less than $40K,42,2730.0,1303
F,Married,Unknown,50,2808.0,1720
F,Single,Less than $40K,42,6275.0,0
F,Unknown,$40K - $60K,43,1438.3,0
M,Single,$80K - $120K,44,10834.0,0
F,Married,Less than $40K,44,1522.0,0
F,Single,Unknown,48,2845.0,919
F,Married,$40K - $60K,41,2329.0,1271
F,Single,$40K - $60K,47,2099.0,1164
F,Married,Unknown,42,5099.0,958
F,Married,Unknown,54,3805.0,821
F,Married,Unknown,47,11438.0,0
F,Single,$40K - $60K,43,2434.0,1169
F,Single,Unknown,44,4703.0,1555
F,Married,Unknown,44,5254.0,2507
F,Married,Less than $40K,45,1438.3,491
F,Single,Less than $40K,40,2206.0,1110
F,Married,$40K - $60K,50,3600.0,1904
M,Unknown,$60K - $80K,46,7116.0,693
F,Married,Less than $40K,37,1788.0,0
F,Married,Unknown,60,7508.0,2148
F,Married,$40K - $60K,39,3333.0,1867
F,Married,Unknown,50,13745.0,0
F,Married,Less than $40K,34,5021.0,2517
M,Married,$40K - $60K,43,4396.0,0
F,Single,Less than $40K,40,2558.0,0
F,Single,Unknown,30,9641.0,0
F,Married,Unknown,38,12621.0,912
M,Married,$40K - $60K,40,2313.0,0
F,Married,Less than $40K,53,1438.3,1183
F,Divorced,Less than $40K,44,1791.0,1314
F,Single,Less than $40K,52,2300.0,1598
F,Married,Less than $40K,42,2526.0,2048
F,Married,$40K - $60K,42,2918.0,0
F,Single,Unknown,53,6074.0,0
M,Married,$60K - $80K,45,4995.0,1766
M,Married,$40K - $60K,34,3323.0,1062
F,Married,Less than $40K,56,2464.0,1794
F,Unknown,Less than $40K,34,2730.0,0
F,Unknown,Unknown,35,1438.3,966
M,Single,$80K - $120K,43,4617.0,1035
M,Married,$120K +,50,8220.0,1015
F,Single,Less than $40K,40,5716.0,623
F,Single,Less than $40K,49,1635.0,1220
F,Single,$40K - $60K,52,4259.0,0
M,Married,$60K - $80K,40,5869.0,0
F,Single,Less than $40K,56,2272.0,1350
F,Married,Less than $40K,49,2598.0,1848
M,Single,$60K - $80K,50,10762.0,703
M,Married,$60K - $80K,39,1982.0,1751
F,Unknown,Unknown,33,4651.0,2499
F,Single,Less than $40K,52,2437.0,0
F,Single,Less than $40K,42,2563.0,1579
M,Married,$80K - $120K,49,4576.0,193
F,Single,$40K - $60K,44,2245.0,1342
F,Single,$40K - $60K,39,1776.0,0
F,Married,Less than $40K,45,2911.0,1471
M,Married,$60K - $80K,47,2257.0,896
M,Single,Unknown,62,18457.0,2248
M,Married,$60K - $80K,46,1681.0,0
F,Single,Unknown,52,1461.0,0
F,Unknown,Less than $40K,48,2363.0,978
F,Married,Less than $40K,49,1438.3,863
F,Married,Unknown,42,1840.0,1267
F,Single,$40K - $60K,49,7382.0,1326
M,Married,$80K - $120K,51,3861.0,622
F,Married,Less than $40K,53,1562.0,751
F,Unknown,$40K - $60K,49,3088.0,1477
F,Single,Less than $40K,55,1438.3,0
F,Married,$40K - $60K,46,2168.0,1704
F,Married,$40K - $60K,34,2432.0,851
M,Single,$40K - $60K,44,2197.0,0
M,Single,$80K - $120K,39,10009.0,1604
F,Unknown,$40K - $60K,47,3979.0,1319
F,Married,Less than $40K,49,2189.0,1860
F,Single,Unknown,46,8243.0,927
M,Divorced,$80K - $120K,42,11946.0,1172
F,Single,Less than $40K,31,2239.0,1256
F,Married,Unknown,48,4025.0,0
F,Married,Less than $40K,52,1663.0,0
F,Married,$40K - $60K,39,3649.0,929
F,Single,Less than $40K,43,1438.3,0
F,Single,Less than $40K,57,2894.0,0
M,Single,$60K - $80K,46,1621.0,787
F,Married,Less than $40K,45,2740.0,1786
F,Unknown,$40K - $60K,45,5562.0,1556
F,Unknown,Unknown,41,13733.0,0
F,Married,Less than $40K,46,2374.0,1332
F,Unknown,Less than $40K,51,2267.0,1357
F,Married,Unknown,48,6130.0,1741
M,Single,$120K +,37,7361.0,0
F,Divorced,Less than $40K,41,1569.0,257
M,Divorced,$80K - $120K,47,1626.0,1013
F,Married,Less than $40K,35,2158.0,1299
M,Single,$60K - $80K,43,2283.0,1470
F,Unknown,$40K - $60K,57,2542.0,1884
F,Single,Less than $40K,30,1438.3,0
M,Unknown,$40K - $60K,47,2335.0,1373
M,Single,$60K - $80K,34,2033.0,1832
F,Married,Unknown,41,4739.0,1878
M,Single,$80K - $120K,36,5821.0,764
F,Divorced,Less than $40K,47,2182.0,1566
F,Married,Less than $40K,53,3319.0,913
F,Married,Less than $40K,52,3021.0,1530
M,Married,$80K - $120K,49,29219.0,0
F,Single,Less than $40K,52,1438.3,869
F,Unknown,Unknown,48,4431.0,2517
F,Married,Unknown,46,3131.0,0
F,Single,Less than $40K,26,1486.0,0
F,Single,Unknown,40,6384.0,2034
F,Single,Less than $40K,39,2077.0,0
F,Divorced,$40K - $60K,40,1956.0,958
M,Married,$80K - $120K,51,24462.0,946
F,Married,Less than $40K,43,2725.0,2517
F,Unknown,$40K - $60K,46,1474.0,843
M,Married,$120K +,46,9880.0,1792
M,Divorced,$60K - $80K,58,2467.0,1176
M,Divorced,$60K - $80K,46,5397.0,2336
M,Single,$80K - $120K,50,3370.0,1133
F,Married,Unknown,37,11239.0,0
F,Married,$40K - $60K,55,2240.0,1231
F,Married,Unknown,52,2737.0,1719
F,Married,Less than $40K,48,4170.0,1384
M,Single,$60K - $80K,46,21839.0,960
F,Single,Less than $40K,49,1991.0,0
M,Single,$120K +,55,29795.0,2364
F,Married,$40K - $60K,52,1438.3,635
F,Married,Unknown,44,24221.0,1274
M,Married,$60K - $80K,42,2131.0,1288
F,Single,Less than $40K,41,2787.0,2053
F,Unknown,Less than $40K,48,1438.3,0
F,Divorced,Unknown,42,2712.0,0
F,Unknown,Less than $40K,43,2605.0,2269
M,Single,$60K - $80K,42,5169.0,2296
M,Unknown,$80K - $120K,49,4694.0,0
F,Single,Less than $40K,50,1848.0,501
M,Single,$60K - $80K,43,6039.0,1759
M,Married,$120K +,54,5256.0,889
F,Unknown,Less than $40K,48,1708.0,1059
F,Married,Less than $40K,57,1629.0,1185
M,Single,$60K - $80K,54,20401.0,0
M,Divorced,$120K +,56,3296.0,1435
M,Married,$120K +,48,8956.0,1279
F,Married,Less than $40K,49,1438.3,786
F,Single,Less than $40K,46,2671.0,1713
F,Married,Less than $40K,58,2493.0,1566
F,Married,Less than $40K,59,2687.0,2452
F,Married,$40K - $60K,37,2208.0,1559
F,Married,Less than $40K,38,4196.0,731
F,Divorced,Unknown,47,12581.0,1235
M,Single,$80K - $120K,41,17890.0,2517
F,Married,Less than $40K,48,1930.0,0
F,Divorced,Unknown,36,8513.0,0
M,Married,$80K - $120K,40,9599.0,2356
M,Single,$80K - $120K,38,3192.0,2517
F,Unknown,Unknown,43,2778.0,2517
F,Single,Unknown,61,3293.0,0
F,Married,$40K - $60K,48,7268.0,0
F,Married,Less than $40K,43,1721.0,729
M,Married,$80K - $120K,38,3976.0,1667
F,Single,Less than $40K,52,1954.0,808
M,Married,$120K +,44,12725.0,1759
F,Single,Unknown,40,2690.0,1935
F,Married,$40K - $60K,48,2926.0,716
M,Single,$80K - $120K,46,2371.0,1748
F,Married,Unknown,44,7751.0,1965
F,Married,Less than $40K,42,1601.0,0
F,Married,Less than $40K,34,2401.0,496
M,Married,$60K - $80K,39,2187.0,0
F,Married,Unknown,57,4661.0,1734
F,Divorced,Unknown,40,8494.0,2023
M,Married,$80K - $120K,36,2262.0,1450
